Date_reported,New_cases,Cumulative_cases,New_deaths,Cumulative_deaths
2022-03-06,15156,3439066,19,21189
2022-03-07,10623,3449689,19,21208
2022-03-08,5920,3455609,17,21225
2022-03-09,16186,3471795,30,21255
2022-03-10,15733,3487528,18,21273
2022-03-11,13733,3501261,20,21293
2022-03-12,13397,3514658,17,21310
2022-03-13,13002,3527660,16,21326
2022-03-14,9027,3536687,22,21348
2022-03-15,4905,3541592,17,21365
2022-03-16,14838,3556430,14,21379
2022-03-17,15331,3571761,11,21390
2022-03-18,13636,3585397,12,21402
2022-03-19,12778,3598175,27,21429
2022-03-20,12038,3610213,16,21445
2022-03-21,8543,3618756,26,21471
2022-03-22,4447,3623203,20,21491
2022-03-23,14757,3637960,30,21521
2022-03-24,15015,3652975,22,21543
2022-03-25,12857,3665832,19,21562
2022-03-26,11423,3677255,17,21579
2022-03-27,11862,3689117,29,21608
2022-03-28,7671,3696788,23,21631
2022-03-29,3991,3700779,18,21649
2022-03-30,12741,3713520,23,21672
2022-03-31,12886,3726406,30,21702
2022-04-01,11721,3738127,20,21722
2022-04-02,11099,3749226,17,21739
2022-04-03,9840,3759066,27,21766
2022-04-04,6741,3765807,20,21786
2022-04-05,3469,3769276,13,21799
2022-04-06,10913,3780189,26,21825
2022-04-07,11362,3791551,13,21838
2022-04-08,10088,3801639,21,21859
2022-04-09,10264,3811903,24,21883
2022-04-10,9715,3821618,18,21901
2022-04-11,7208,3828826,25,21926
2022-04-12,3726,3832552,24,21950
2022-04-13,12186,3844738,24,21974
2022-04-14,12490,3857228,15,21989
2022-04-15,11465,3868693,25,22014
2022-04-16,11719,3880412,16,22030
2022-04-17,5119,3885531,25,22055
2022-04-18,7636,3893167,27,22082
2022-04-19,3277,3896444,13,22095
2022-04-20,13014,3909458,19,22114
2022-04-21,14116,3923574,25,22139
2022-04-22,11509,3935083,17,22156
2022-04-23,11583,3946666,14,22170
2022-04-24,9508,3956174,16,22186
2022-04-25,6910,3963084,20,22206
2022-04-26,3717,3966801,16,22222
2022-04-27,4788,3971589,17,22239
2022-04-28,14266,3985855,22,22261
2022-04-29,14392,4000247,18,22279
2022-04-30,13902,4014149,12,22291
2022-05-01,13512,4027661,20,22311
2022-05-02,8964,4036625,21,22332
2022-05-03,4772,4041397,18,22350
2022-05-04,13556,4054953,16,22366
2022-05-05,16463,4071416,26,22392
2022-05-06,15535,4086951,17,22409
2022-05-07,17477,4104428,22,22431
2022-05-08,17141,4121569,15,22446
2022-05-09,13413,4134982,19,22465
2022-05-10,7390,4142372,16,22481
2022-05-11,22803,4165175,29,22510
2022-05-12,27353,4192528,28,22538
2022-05-13,27800,4220328,25,22563
2022-05-14,29447,4249775,29,22592
2022-05-15,24259,4274034,17,22609
2022-05-16,19185,4293219,28,22637
2022-05-17,9081,4302300,36,22673
2022-05-18,38403,4340703,30,22703
2022-05-19,34138,4374841,29,22732
2022-05-20,32784,4407625,33,22765
2022-05-21,29540,4437165,28,22793
2022-05-22,29237,4466402,31,22824
2022-05-23,16552,4482954,34,22858
2022-05-24,9805,4492759,39,22897
2022-05-25,35699,4528458,39,22936
2022-05-26,31292,4559750,32,22968
2022-05-27,31010,4590760,24,22992
2022-05-28,26134,4616894,35,23027
2022-05-29,25304,4642198,37,23064
2022-05-30,17025,4659223,31,23095
2022-05-31,8939,4668162,32,23127
2022-06-01,34896,4703058,33,23160
2022-06-02,32539,4735597,42,23202
2022-06-03,26610,4762207,50,23252
2022-06-04,25352,4787559,31,23283
2022-06-05,23799,4811358,44,23327
2022-06-06,14596,4825954,43,23370
2022-06-07,7573,4833527,51,23421
2022-06-08,27496,4861023,39,23460
2022-06-09,22383,4883406,41,23501
2022-06-10,22455,4905861,42,23543
2022-06-11,19384,4925245,31,23574
2022-06-12,6599,4931844,44,23618
2022-06-13,13767,4945611,33,23651
2022-06-14,6171,4951782,32,23683
2022-06-15,23232,4975014,39,23722
2022-06-16,20305,4995319,40,23762
2022-06-17,17827,5013146,39,23801
2022-06-18,6211,5019357,38,23839
2022-06-19,16860,5036217,38,23877
2022-06-20,10981,5047198,41,23918
2022-06-21,5328,5052526,31,23949
2022-06-22,18000,5070526,24,23973
2022-06-23,15085,5085611,24,23997
2022-06-24,13199,5098810,33,24030
2022-06-25,11462,5110272,20,24050
2022-06-26,9875,5120147,14,24064
2022-06-27,4663,5124810,19,24083
2022-06-28,2892,5127702,21,24104
2022-06-29,15457,5143159,22,24126
2022-06-30,10541,5153700,18,24144
2022-07-01,10452,5164152,28,24172
2022-07-02,11764,5175916,12,24184
2022-07-03,9910,5185826,22,24206
2022-07-04,5481,5191307,16,24222
2022-07-05,3263,5194570,18,24240
2022-07-06,13427,5207997,17,24257
2022-07-07,10410,5218407,18,24275
2022-07-08,9311,5227718,26,24301
2022-07-09,7396,5235114,21,24322
2022-07-10,6527,5241641,11,24333
2022-07-11,4132,5245773,23,24356
2022-07-12,1996,5247769,21,24377
2022-07-13,8716,5256485,18,24395
2022-07-14,7197,5263682,10,24405
2022-07-15,5590,5269272,18,24423
2022-07-16,5239,5274511,17,24440
2022-07-17,5329,5279840,24,24464
2022-07-18,3068,5282908,16,24480
2022-07-19,1658,5284566,13,24493
2022-07-20,7172,5291738,14,24507
2022-07-21,5676,5297414,16,24523
2022-07-22,5165,5302579,13,24536
2022-07-23,4266,5306845,15,24551
2022-07-24,4543,5311388,10,24561
2022-07-25,2568,5313956,7,24568
2022-07-26,1193,5315149,8,24576
2022-07-27,5337,5320486,10,24586
2022-07-28,4163,5324649,12,24598
2022-07-29,3288,5327937,13,24611
2022-07-30,3350,5331287,8,24619
2022-07-31,3201,5334488,10,24629
2022-08-01,2038,5336526,9,24638
2022-08-02,1063,5337589,7,24645
2022-08-03,4008,5341597,12,24657
2022-08-04,3780,5345377,10,24667
2022-08-05,3119,5348496,11,24678
2022-08-06,3251,5351747,10,24688
2022-08-07,2909,5354656,6,24694
2022-08-08,1463,5356119,7,24701
2022-08-09,999,5357118,11,24712
2022-08-10,3894,5361012,12,24724
2022-08-11,3133,5364145,8,24732
2022-08-12,2843,5366988,8,24740
2022-08-13,2911,5369899,3,24743
2022-08-14,2757,5372656,9,24752
2022-08-15,1605,5374261,7,24759
2022-08-16,782,5375043,9,24768
2022-08-17,1029,5376072,4,24772
2022-08-18,4079,5380151,8,24780
2022-08-19,3037,5383188,2,24782
2022-08-20,2953,5386141,9,24791
2022-08-21,2564,5388705,2,24793
2022-08-22,1609,5390314,5,24798
2022-08-23,969,5391283,9,24807
2022-08-24,3952,5395235,4,24811
2022-08-25,2993,5398228,7,24818
2022-08-26,3105,5401333,7,24825
2022-08-27,2956,5404289,4,24829
2022-08-28,2715,5407004,8,24837
2022-08-29,1679,5408683,7,24844
2022-08-30,841,5409524,8,24852
2022-08-31,3838,5413362,6,24858
2022-09-01,2916,5416278,10,24868
2022-09-02,2993,5419271,5,24873
2022-09-03,2661,5421932,5,24878
2022-09-04,2348,5424280,3,24881
2022-09-05,1549,5425829,11,24892
2022-09-06,696,5426525,6,24898
2022-09-07,3613,5430138,7,24905
2022-09-08,2636,5432774,6,24911
2022-09-09,2526,5435300,7,24918
2022-09-10,2527,5437827,4,24922
2022-09-11,2416,5440243,3,24925
2022-09-12,1588,5441831,4,24929
2022-09-13,887,5442718,7,24936
2022-09-14,3649,5446367,7,24943
2022-09-15,3057,5449424,11,24954
2022-09-16,2670,5452094,4,24958
2022-09-17,2678,5454772,4,24962
2022-09-18,2762,5457534,7,24969
2022-09-19,1797,5459331,3,24972
2022-09-20,934,5460265,5,24977
2022-09-21,4294,5464559,4,24981
2022-09-22,3589,5468148,2,24983
2022-09-23,3097,5471245,12,24995
2022-09-24,3024,5474269,7,25002
2022-09-25,2839,5477108,7,25009
2022-09-26,1881,5478989,5,25014
2022-09-27,790,5479779,5,25019
2022-09-28,4338,5484117,6,25025
2022-09-29,3212,5487329,6,25031
2022-09-30,2663,5489992,2,25033
2022-10-01,2927,5492919,7,25040
2022-10-02,2852,5495771,11,25051
2022-10-03,1320,5497091,6,25057
2022-10-04,497,5497588,8,25065
2022-10-05,1306,5498894,5,25070
2022-10-06,1100,5499994,7,25077
2022-10-07,473,5500467,5,25082
2022-10-08,1355,5501822,5,25087
2022-10-09,1140,5502962,3,25090
2022-10-10,726,5503688,6,25096
2022-10-11,414,5504102,7,25103
2022-10-12,1552,5505654,3,25106
2022-10-13,0,5505654,0,25106
2022-10-14,0,5505654,0,25106
